pathway	Description	p.Val	FDR	Phenotype
GO_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	GO_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	0.221323220916492	1	1
GO_MITOTIC_G2_M_TRANSITION_CHECKPOINT	GO_MITOTIC_G2_M_TRANSITION_CHECKPOINT	0.221323220916492	1	1
GO_HISTONE_MONOUBIQUITINATION	GO_HISTONE_MONOUBIQUITINATION	0.221323220916492	1	1
GO_RESPONSE_TO_INCREASED_OXYGEN_LEVELS	GO_RESPONSE_TO_INCREASED_OXYGEN_LEVELS	0.221323220916492	1	1
GO_NEGATIVE_REGULATION_OF_DENDRITE_DEVELOPMENT	GO_NEGATIVE_REGULATION_OF_DENDRITE_DEVELOPMENT	0.221323220916492	1	1
GO_NUCLEOTIDE_EXCISION_REPAIR_PREINCISION_COMPLEX_ASSEMBLY	GO_NUCLEOTIDE_EXCISION_REPAIR_PREINCISION_COMPLEX_ASSEMBLY	0.221323220916492	1	1
GO_RELAXATION_OF_MUSCLE	GO_RELAXATION_OF_MUSCLE	0.221323220916492	1	1
GO_LIVER_REGENERATION	GO_LIVER_REGENERATION	0.221323220916492	1	1
GO_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_INTERCONVERSION	GO_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_INTERCONVERSION	0.221323220916492	1	1
GO_CELLULAR_RESPONSE_TO_VITAMIN	GO_CELLULAR_RESPONSE_TO_VITAMIN	0.221323220916492	1	1
GO_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	GO_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	0.221323220916492	1	1
GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	0.221323220916492	1	1
GO_N_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION	GO_N_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION	0.221323220916492	1	1
GO_CHONDROCYTE_DIFFERENTIATION_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS	GO_CHONDROCYTE_DIFFERENTIATION_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS	0.221323220916492	1	1
GO_POSITIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_POSITIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	0.221323220916492	1	1
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_DRUG	GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_DRUG	0.221323220916492	1	1
GO_POSITIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	GO_POSITIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	0.221383294425778	1	1
GO_DEPHOSPHORYLATION	GO_DEPHOSPHORYLATION	0.223181904449329	1	1
GO_HEART_PROCESS	GO_HEART_PROCESS	0.224137929117599	1	1
GO_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS	GO_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS	0.224539930441411	1	1
GO_PROTEIN_IMPORT	GO_PROTEIN_IMPORT	0.225984745093698	1	1
GO_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	GO_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	0.227700034902094	1	1
GO_MITOTIC_DNA_INTEGRITY_CHECKPOINT	GO_MITOTIC_DNA_INTEGRITY_CHECKPOINT	0.227700034902094	1	1
GO_REGULATION_OF_CELL_CYCLE_ARREST	GO_REGULATION_OF_CELL_CYCLE_ARREST	0.227700034902094	1	1
GO_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	GO_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	0.227700034902094	1	1
GO_NEURAL_TUBE_FORMATION	GO_NEURAL_TUBE_FORMATION	0.227700034902094	1	1
GO_COLLAGEN_METABOLIC_PROCESS	GO_COLLAGEN_METABOLIC_PROCESS	0.227700034902094	1	1
GO_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS	GO_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS	0.22801638112677	1	1
GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	0.22801638112677	1	1
GO_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY	GO_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY	0.22801638112677	1	1
GO_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	GO_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	0.22801638112677	1	1
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	GO_POSITIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	0.22801638112677	1	1
GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_VIRUS	GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_VIRUS	0.22801638112677	1	1
GO_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	GO_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	0.22801638112677	1	1
GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	0.22801638112677	1	1
GO_CEREBRAL_CORTEX_RADIALLY_ORIENTED_CELL_MIGRATION	GO_CEREBRAL_CORTEX_RADIALLY_ORIENTED_CELL_MIGRATION	0.22801638112677	1	1
GO_AORTA_MORPHOGENESIS	GO_AORTA_MORPHOGENESIS	0.22801638112677	1	1
GO_INTERFERON_ALPHA_PRODUCTION	GO_INTERFERON_ALPHA_PRODUCTION	0.22801638112677	1	1
GO_NEGATIVE_REGULATION_OF_MRNA_PROCESSING	GO_NEGATIVE_REGULATION_OF_MRNA_PROCESSING	0.22801638112677	1	1
GO_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION	GO_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION	0.22801638112677	1	1
GO_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	GO_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.22801638112677	1	1
GO_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	0.228242016747384	1	1
GO_PROTEIN_TARGETING_TO_MEMBRANE	GO_PROTEIN_TARGETING_TO_MEMBRANE	0.228242016747384	1	1
GO_CILIUM_ORGANIZATION	GO_CILIUM_ORGANIZATION	0.228539004151116	1	1
GO_MUSCLE_ORGAN_DEVELOPMENT	GO_MUSCLE_ORGAN_DEVELOPMENT	0.231676643538879	1	1
GO_REGULATION_OF_METAL_ION_TRANSPORT	GO_REGULATION_OF_METAL_ION_TRANSPORT	0.233250186740452	1	1
GO_REGULATION_OF_CELL_CYCLE_CHECKPOINT	GO_REGULATION_OF_CELL_CYCLE_CHECKPOINT	0.234652343466655	1	1
GO_MRNA_SPLICE_SITE_SELECTION	GO_MRNA_SPLICE_SITE_SELECTION	0.234652343466655	1	1
GO_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION	GO_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION	0.234652343466655	1	1
GO_RESPIRATORY_SYSTEM_PROCESS	GO_RESPIRATORY_SYSTEM_PROCESS	0.234652343466655	1	1
GO_CELLULAR_RESPONSE_TO_GAMMA_RADIATION	GO_CELLULAR_RESPONSE_TO_GAMMA_RADIATION	0.234652343466655	1	1
GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	0.234652343466655	1	1
GO_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER	GO_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER	0.234652343466655	1	1
GO_LONG_TERM_SYNAPTIC_DEPRESSION	GO_LONG_TERM_SYNAPTIC_DEPRESSION	0.234652343466655	1	1
GO_REPRODUCTIVE_BEHAVIOR	GO_REPRODUCTIVE_BEHAVIOR	0.234652343466655	1	1
GO_RNA_DESTABILIZATION	GO_RNA_DESTABILIZATION	0.234652343466655	1	1
GO_DETECTION_OF_BIOTIC_STIMULUS	GO_DETECTION_OF_BIOTIC_STIMULUS	0.234652343466655	1	1
GO_OLFACTORY_LOBE_DEVELOPMENT	GO_OLFACTORY_LOBE_DEVELOPMENT	0.234652343466655	1	1
GO_RESPONSE_TO_MINERALOCORTICOID	GO_RESPONSE_TO_MINERALOCORTICOID	0.234652343466655	1	1
GO_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	GO_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	0.234652343466655	1	1
GO_BRAIN_MORPHOGENESIS	GO_BRAIN_MORPHOGENESIS	0.234652343466655	1	1
GO_FEMALE_MEIOTIC_NUCLEAR_DIVISION	GO_FEMALE_MEIOTIC_NUCLEAR_DIVISION	0.234652343466655	1	1
GO_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS	GO_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS	0.240369405811634	1	1
GO_MOLTING_CYCLE	GO_MOLTING_CYCLE	0.240369405811634	1	1
GO_REGULATION_OF_VESICLE_FUSION	GO_REGULATION_OF_VESICLE_FUSION	0.241231593882259	1	1
GO_PROTEIN_LIPID_COMPLEX_ASSEMBLY	GO_PROTEIN_LIPID_COMPLEX_ASSEMBLY	0.241231593882259	1	1
GO_MEMBRANE_LIPID_CATABOLIC_PROCESS	GO_MEMBRANE_LIPID_CATABOLIC_PROCESS	0.241231593882259	1	1
GO_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT	GO_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT	0.241231593882259	1	1
GO_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	GO_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	0.241231593882259	1	1
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS	GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS	0.241231593882259	1	1
GO_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	GO_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	0.241231593882259	1	1
GO_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY	GO_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY	0.241231593882259	1	1
GO_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I	GO_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I	0.241231593882259	1	1
GO_RESPONSE_TO_MORPHINE	GO_RESPONSE_TO_MORPHINE	0.241231593882259	1	1
GO_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	GO_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	0.241231593882259	1	1
GO_PROTEIN_LOCALIZATION_TO_MICROTUBULE_ORGANIZING_CENTER	GO_PROTEIN_LOCALIZATION_TO_MICROTUBULE_ORGANIZING_CENTER	0.241231593882259	1	1
GO_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR	GO_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR	0.241231593882259	1	1
GO_GPI_ANCHOR_METABOLIC_PROCESS	GO_GPI_ANCHOR_METABOLIC_PROCESS	0.241231593882259	1	1
GO_EXOCYTOSIS	GO_EXOCYTOSIS	0.241447293973735	1	1
GO_CARDIAC_SEPTUM_DEVELOPMENT	GO_CARDIAC_SEPTUM_DEVELOPMENT	0.243542594192151	1	1
GO_GLIAL_CELL_DEVELOPMENT	GO_GLIAL_CELL_DEVELOPMENT	0.243542594192151	1	1
GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	GO_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	0.243542594192151	1	1
GO_NUCLEOTIDE_EXCISION_REPAIR	GO_NUCLEOTIDE_EXCISION_REPAIR	0.243542594192151	1	1
GO_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION	GO_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION	0.243542594192151	1	1
GO_PROTEIN_DEPOLYMERIZATION	GO_PROTEIN_DEPOLYMERIZATION	0.243542594192151	1	1
GO_APOPTOTIC_SIGNALING_PATHWAY	GO_APOPTOTIC_SIGNALING_PATHWAY	0.244498849403697	1	1
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	0.245946878646096	1	1
GO_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS	GO_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS	0.246212802298694	1	1
GO_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	GO_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	0.246405944158121	1	1
GO_RESPONSE_TO_ALKALOID	GO_RESPONSE_TO_ALKALOID	0.246717579562315	1	1
GO_RESPONSE_TO_NITROGEN_COMPOUND	GO_RESPONSE_TO_NITROGEN_COMPOUND	0.247465811017863	1	1
GO_NADP_METABOLIC_PROCESS	GO_NADP_METABOLIC_PROCESS	0.247754614215382	1	1
GO_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	GO_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	0.247754614215382	1	1
GO_RESPONSE_TO_AMPHETAMINE	GO_RESPONSE_TO_AMPHETAMINE	0.247754614215382	1	1
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_SECRETION	GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_SECRETION	0.247754614215382	1	1
GO_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY	GO_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY	0.247754614215382	1	1
GO_RESPONSE_TO_VITAMIN_D	GO_RESPONSE_TO_VITAMIN_D	0.247754614215382	1	1
GO_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS	GO_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS	0.247754614215382	1	1
GO_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	GO_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.247754614215382	1	1
GO_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	GO_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	0.247754614215382	1	1
GO_PEPTIDE_HORMONE_PROCESSING	GO_PEPTIDE_HORMONE_PROCESSING	0.247754614215382	1	1
GO_REGULATION_OF_MEMBRANE_REPOLARIZATION	GO_REGULATION_OF_MEMBRANE_REPOLARIZATION	0.247754614215382	1	1
GO_TRICARBOXYLIC_ACID_CYCLE	GO_TRICARBOXYLIC_ACID_CYCLE	0.247754614215382	1	1
GO_CGMP_MEDIATED_SIGNALING	GO_CGMP_MEDIATED_SIGNALING	0.247754614215382	1	1
GO_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	GO_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	0.247754614215382	1	1
GO_NEURON_CELLULAR_HOMEOSTASIS	GO_NEURON_CELLULAR_HOMEOSTASIS	0.247754614215382	1	1
GO_BEHAVIOR	GO_BEHAVIOR	0.250961916012688	1	1
GO_REGULATION_OF_CELL_MATRIX_ADHESION	GO_REGULATION_OF_CELL_MATRIX_ADHESION	0.253071893977322	1	1
GO_EPITHELIAL_CELL_DEVELOPMENT	GO_EPITHELIAL_CELL_DEVELOPMENT	0.253333102870984	1	1
GO_REPRODUCTION	GO_REPRODUCTION	0.253855510245228	1	1
GO_MOTOR_NEURON_AXON_GUIDANCE	GO_MOTOR_NEURON_AXON_GUIDANCE	0.254221882237964	1	1
GO_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	GO_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	0.254221882237964	1	1
GO_EMBRYONIC_DIGESTIVE_TRACT_DEVELOPMENT	GO_EMBRYONIC_DIGESTIVE_TRACT_DEVELOPMENT	0.254221882237964	1	1
GO_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	GO_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	0.254221882237964	1	1
GO_REGULATION_OF_ISOTYPE_SWITCHING	GO_REGULATION_OF_ISOTYPE_SWITCHING	0.254221882237964	1	1
GO_MRNA_CIS_SPLICING_VIA_SPLICEOSOME	GO_MRNA_CIS_SPLICING_VIA_SPLICEOSOME	0.254221882237964	1	1
GO_NEURONAL_ACTION_POTENTIAL	GO_NEURONAL_ACTION_POTENTIAL	0.254221882237964	1	1
GO_NEGATIVE_REGULATION_OF_DNA_REPLICATION	GO_NEGATIVE_REGULATION_OF_DNA_REPLICATION	0.254221882237964	1	1
GO_AMYLOID_BETA_FORMATION	GO_AMYLOID_BETA_FORMATION	0.254221882237964	1	1
GO_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE	GO_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE	0.254221882237964	1	1
GO_NEGATIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	GO_NEGATIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	0.254221882237964	1	1
GO_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	GO_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	0.254221882237964	1	1
GO_PYRIDINE_NUCLEOTIDE_METABOLIC_PROCESS	GO_PYRIDINE_NUCLEOTIDE_METABOLIC_PROCESS	0.254221882237964	1	1
GO_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	GO_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	0.256170190381573	1	1
GO_MEMBRANE_LIPID_METABOLIC_PROCESS	GO_MEMBRANE_LIPID_METABOLIC_PROCESS	0.257939693472029	1	1
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS	GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS	0.257939693472029	1	1
GO_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	GO_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	0.259883574755107	1	1
GO_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	GO_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	0.260633871686267	1	1
GO_BILE_ACID_BIOSYNTHETIC_PROCESS	GO_BILE_ACID_BIOSYNTHETIC_PROCESS	0.260633871686267	1	1
GO_CARDIAC_ATRIUM_DEVELOPMENT	GO_CARDIAC_ATRIUM_DEVELOPMENT	0.260633871686267	1	1
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	0.260633871686267	1	1
GO_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GO_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	0.260633871686267	1	1
GO_PROTEIN_ADP_RIBOSYLATION	GO_PROTEIN_ADP_RIBOSYLATION	0.260633871686267	1	1
GO_TERMINATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION	GO_TERMINATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION	0.260633871686267	1	1
GO_PROTEIN_K48_LINKED_DEUBIQUITINATION	GO_PROTEIN_K48_LINKED_DEUBIQUITINATION	0.260633871686267	1	1
GO_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION	GO_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION	0.260633871686267	1	1
GO_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND	GO_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND	0.260633871686267	1	1
GO_RESPONSE_TO_BIOTIC_STIMULUS	GO_RESPONSE_TO_BIOTIC_STIMULUS	0.261466977636023	1	1
GO_RNA_CATABOLIC_PROCESS	GO_RNA_CATABOLIC_PROCESS	0.26206691455356	1	1
GO_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING	GO_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING	0.262557791543699	1	1
GO_NEGATIVE_REGULATION_OF_NEURON_DEATH	GO_NEGATIVE_REGULATION_OF_NEURON_DEATH	0.262557791543699	1	1
GO_MESENCHYMAL_CELL_DIFFERENTIATION	GO_MESENCHYMAL_CELL_DIFFERENTIATION	0.264870886515997	1	1
GO_RESPONSE_TO_INTERLEUKIN_4	GO_RESPONSE_TO_INTERLEUKIN_4	0.266991052294757	1	1
GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	0.266991052294757	1	1
GO_MITOCHONDRIAL_FISSION	GO_MITOCHONDRIAL_FISSION	0.266991052294757	1	1
GO_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	GO_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	0.266991052294757	1	1
GO_SUPEROXIDE_ANION_GENERATION	GO_SUPEROXIDE_ANION_GENERATION	0.266991052294757	1	1
GO_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE	GO_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE	0.266991052294757	1	1
GO_REGULATION_OF_COFACTOR_METABOLIC_PROCESS	GO_REGULATION_OF_COFACTOR_METABOLIC_PROCESS	0.266991052294757	1	1
GO_HEAD_MORPHOGENESIS	GO_HEAD_MORPHOGENESIS	0.266991052294757	1	1
GO_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	GO_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	0.266991052294757	1	1
GO_CAMERA_TYPE_EYE_MORPHOGENESIS	GO_CAMERA_TYPE_EYE_MORPHOGENESIS	0.268971247447639	1	1
GO_GLIAL_CELL_DIFFERENTIATION	GO_GLIAL_CELL_DIFFERENTIATION	0.271825078558573	1	1
GO_MEMORY	GO_MEMORY	0.272151501006202	1	1
GO_IMPORT_ACROSS_PLASMA_MEMBRANE	GO_IMPORT_ACROSS_PLASMA_MEMBRANE	0.272151501006202	1	1
GO_RESPONSE_TO_LIGHT_STIMULUS	GO_RESPONSE_TO_LIGHT_STIMULUS	0.272539462343609	1	1
GO_POSITIVE_REGULATION_OF_DNA_REPLICATION	GO_POSITIVE_REGULATION_OF_DNA_REPLICATION	0.273293889829709	1	1
GO_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	GO_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	0.273293889829709	1	1
GO_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	GO_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	0.273293889829709	1	1
GO_HYALURONAN_METABOLIC_PROCESS	GO_HYALURONAN_METABOLIC_PROCESS	0.273293889829709	1	1
GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	0.273293889829709	1	1
GO_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY	GO_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY	0.273293889829709	1	1
GO_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	GO_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	0.273293889829709	1	1
GO_EAR_MORPHOGENESIS	GO_EAR_MORPHOGENESIS	0.275331336767879	1	1
GO_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	GO_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	0.275884012871558	1	1
GO_PROTEIN_PROCESSING	GO_PROTEIN_PROCESSING	0.27647257911677	1	1
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.278510528886454	1	1
GO_HIPPO_SIGNALING	GO_HIPPO_SIGNALING	0.279542846122535	1	1
GO_NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY	GO_NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY	0.279542846122535	1	1
GO_NEGATIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	GO_NEGATIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	0.279542846122535	1	1
GO_POSITIVE_REGULATION_OF_HEART_CONTRACTION	GO_POSITIVE_REGULATION_OF_HEART_CONTRACTION	0.279542846122535	1	1
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	0.279542846122535	1	1
GO_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY	GO_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY	0.279542846122535	1	1
GO_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS	GO_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS	0.279542846122535	1	1
GO_CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE	GO_CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE	0.281128210626316	1	1
GO_REGULATION_OF_RESPONSE_TO_STRESS	GO_REGULATION_OF_RESPONSE_TO_STRESS	0.282170721157768	1	1
